name,cuisine,cuisine_count,cost,price_category,rating,rating_category,order_online,book_table,delivery_available,dinein_available,restaurant_type,city,area,city_population,city_area_km,tourism_flag,gdp_flag,link,image
Pizzeria Vatika Cafe,"Italian, Desserts, Beverages, Pizza",4,1400.0,high,4.8,excellent,Yes,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/pizzeria-vatika-cafe-nadesar/info,
Molecule Gastro Bar,"Italian, North Indian, Fast Food, Desserts, Bar Food, Sichuan, Japanese, Finger Food",8,2000.0,high,4.1,excellent,No,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/molecule-gastro-bar-mahmoorganj/info,
The Vibe,"North Indian, Chinese, Fast Food, Oriental, Mediterranean, Alcoholic Beverages, Italian, Beverages",8,1500.0,high,4.8,excellent,No,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/the-vibe-shastri-nagar/info,
Cabami Rooftop & Bar,"North Indian, Chinese, Mediterranean, Continental, Mexican, Modern Indian",6,2300.0,high,,,No,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/cabami-rooftop-bar-mahmoorganj/info,
GARICOCO,"North Indian, Mexican, Chinese, Fast Food, Desserts, Beverages",6,1500.0,high,4.4,excellent,No,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/garicoco-shastri-nagar/info,
The 3rd Floor Bar Stock Exchange,"Chinese, Italian, Thai, Fast Food, Beverages, North Indian, Mediterranean, Oriental",8,1700.0,high,4.4,excellent,No,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/the3rdfloorbse/info,
Roots Varanasi,"North Indian, Mughlai, Kebab, Biryani, Asian, Continental, Sushi, Desserts",8,1200.0,high,4.2,excellent,No,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/roots-varanasi-assi-ghat/info,
Pind Balluchi,"North Indian, Mughlai, Biryani, Continental, Chinese, Desserts",6,1200.0,high,4.3,excellent,No,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/pind-balluchi-sigra/info,
Charcoal Fine Dining,"North Indian, Continental, Chinese, Fast Food, Desserts, Beverages, Oriental, Kebab",8,1100.0,high,4.4,excellent,No,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/charcoal-fine-dining-mahmoorganj/info,
Pizzeria Vatika Cafe,"Italian, Desserts, Beverages, Pizza",4,1400.0,high,4.8,excellent,Yes,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/pizzeria-vatika-cafe-nadesar/info,
Molecule Gastro Bar,"Italian, North Indian, Fast Food, Desserts, Bar Food, Sichuan, Japanese, Finger Food",8,2000.0,high,4.1,excellent,Yes,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/molecule-gastro-bar-mahmoorganj/info,
The Vibe,"North Indian, Chinese, Fast Food, Oriental, Mediterranean, Alcoholic Beverages, Italian, Beverages",8,1500.0,high,4.8,excellent,Yes,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/the-vibe-shastri-nagar/info,
Cabami Rooftop & Bar,"North Indian, Chinese, Mediterranean, Continental, Mexican, Modern Indian",6,2300.0,high,,,Yes,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/cabami-rooftop-bar-mahmoorganj/info,
GARICOCO,"North Indian, Mexican, Chinese, Fast Food, Desserts, Beverages",6,1500.0,high,4.4,excellent,Yes,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/garicoco-shastri-nagar/info,
The 3rd Floor Bar Stock Exchange,"Chinese, Italian, Thai, Fast Food, Beverages, North Indian, Mediterranean, Oriental",8,1700.0,high,4.4,excellent,Yes,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/the3rdfloorbse/info,
Roots Varanasi,"North Indian, Mughlai, Kebab, Biryani, Asian, Continental, Sushi, Desserts",8,1200.0,high,4.2,excellent,No,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/roots-varanasi-assi-ghat/info,
Pind Balluchi,"North Indian, Mughlai, Biryani, Continental, Chinese, Desserts",6,1200.0,high,4.3,excellent,No,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/pind-balluchi-sigra/info,
Charcoal Fine Dining,"North Indian, Continental, Chinese, Fast Food, Desserts, Beverages, Oriental, Kebab",8,1100.0,high,4.4,excellent,Yes,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/charcoal-fine-dining-mahmoorganj/info,
Pizzeria Vatika Cafe,"Italian, Desserts, Beverages, Pizza",4,1400.0,high,4.8,excellent,Yes,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/pizzeria-vatika-cafe-nadesar/info,
Molecule Gastro Bar,"Italian, North Indian, Fast Food, Desserts, Bar Food, Sichuan, Japanese, Finger Food",8,2000.0,high,4.1,excellent,Yes,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/molecule-gastro-bar-mahmoorganj/info,
The Vibe,"North Indian, Chinese, Fast Food, Oriental, Mediterranean, Alcoholic Beverages, Italian, Beverages",8,1500.0,high,4.8,excellent,Yes,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/the-vibe-shastri-nagar/info,
Cabami Rooftop & Bar,"North Indian, Chinese, Mediterranean, Continental, Mexican, Modern Indian",6,2300.0,high,,,No,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/cabami-rooftop-bar-mahmoorganj/info,
GARICOCO,"North Indian, Mexican, Chinese, Fast Food, Desserts, Beverages",6,1500.0,high,4.4,excellent,No,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/garicoco-shastri-nagar/info,
The 3rd Floor Bar Stock Exchange,"Chinese, Italian, Thai, Fast Food, Beverages, North Indian, Mediterranean, Oriental",8,1700.0,high,4.4,excellent,No,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/the3rdfloorbse/info,
Roots Varanasi,"North Indian, Mughlai, Kebab, Biryani, Asian, Continental, Sushi, Desserts",8,1200.0,high,4.2,excellent,Yes,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/roots-varanasi-assi-ghat/info,
Pind Balluchi,"North Indian, Mughlai, Biryani, Continental, Chinese, Desserts",6,1200.0,high,4.3,excellent,No,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/pind-balluchi-sigra/info,
Charcoal Fine Dining,"North Indian, Continental, Chinese, Fast Food, Desserts, Beverages, Oriental, Kebab",8,1100.0,high,4.4,excellent,Yes,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/charcoal-fine-dining-mahmoorganj/info,
Pizzeria Vatika Cafe,"Italian, Desserts, Beverages, Pizza",4,1400.0,high,4.8,excellent,Yes,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/pizzeria-vatika-cafe-nadesar/info,
Molecule Gastro Bar,"Italian, North Indian, Fast Food, Desserts, Bar Food, Sichuan, Japanese, Finger Food",8,2000.0,high,4.1,excellent,No,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/molecule-gastro-bar-mahmoorganj/info,
The Vibe,"North Indian, Chinese, Fast Food, Oriental, Mediterranean, Alcoholic Beverages, Italian, Beverages",8,1500.0,high,4.8,excellent,No,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/the-vibe-shastri-nagar/info,
Cabami Rooftop & Bar,"North Indian, Chinese, Mediterranean, Continental, Mexican, Modern Indian",6,2300.0,high,,,No,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/cabami-rooftop-bar-mahmoorganj/info,
GARICOCO,"North Indian, Mexican, Chinese, Fast Food, Desserts, Beverages",6,1500.0,high,4.4,excellent,Yes,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/garicoco-shastri-nagar/info,
The 3rd Floor Bar Stock Exchange,"Chinese, Italian, Thai, Fast Food, Beverages, North Indian, Mediterranean, Oriental",8,1700.0,high,4.4,excellent,Yes,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/the3rdfloorbse/info,
Roots Varanasi,"North Indian, Mughlai, Kebab, Biryani, Asian, Continental, Sushi, Desserts",8,1200.0,high,4.2,excellent,No,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/roots-varanasi-assi-ghat/info,
Pind Balluchi,"North Indian, Mughlai, Biryani, Continental, Chinese, Desserts",6,1200.0,high,4.3,excellent,Yes,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/pind-balluchi-sigra/info,
Charcoal Fine Dining,"North Indian, Continental, Chinese, Fast Food, Desserts, Beverages, Oriental, Kebab",8,1100.0,high,4.4,excellent,Yes,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/charcoal-fine-dining-mahmoorganj/info,
Pizzeria Vatika Cafe,"Italian, Desserts, Beverages, Pizza",4,1400.0,high,4.8,excellent,No,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/pizzeria-vatika-cafe-nadesar/info,
Molecule Gastro Bar,"Italian, North Indian, Fast Food, Desserts, Bar Food, Sichuan, Japanese, Finger Food",8,2000.0,high,4.1,excellent,No,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/molecule-gastro-bar-mahmoorganj/info,
The Vibe,"North Indian, Chinese, Fast Food, Oriental, Mediterranean, Alcoholic Beverages, Italian, Beverages",8,1500.0,high,4.8,excellent,Yes,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/the-vibe-shastri-nagar/info,
Cabami Rooftop & Bar,"North Indian, Chinese, Mediterranean, Continental, Mexican, Modern Indian",6,2300.0,high,,,Yes,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/cabami-rooftop-bar-mahmoorganj/info,
GARICOCO,"North Indian, Mexican, Chinese, Fast Food, Desserts, Beverages",6,1500.0,high,4.4,excellent,Yes,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/garicoco-shastri-nagar/info,
The 3rd Floor Bar Stock Exchange,"Chinese, Italian, Thai, Fast Food, Beverages, North Indian, Mediterranean, Oriental",8,1700.0,high,4.4,excellent,Yes,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/the3rdfloorbse/info,
Roots Varanasi,"North Indian, Mughlai, Kebab, Biryani, Asian, Continental, Sushi, Desserts",8,1200.0,high,4.2,excellent,No,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/roots-varanasi-assi-ghat/info,
Pind Balluchi,"North Indian, Mughlai, Biryani, Continental, Chinese, Desserts",6,1200.0,high,4.3,excellent,Yes,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/pind-balluchi-sigra/info,
Charcoal Fine Dining,"North Indian, Continental, Chinese, Fast Food, Desserts, Beverages, Oriental, Kebab",8,1100.0,high,4.4,excellent,No,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/charcoal-fine-dining-mahmoorganj/info,
Pizzeria Vatika Cafe,"Italian, Desserts, Beverages, Pizza",4,1400.0,high,4.8,excellent,Yes,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/pizzeria-vatika-cafe-nadesar/info,
Molecule Gastro Bar,"Italian, North Indian, Fast Food, Desserts, Bar Food, Sichuan, Japanese, Finger Food",8,2000.0,high,4.1,excellent,No,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/molecule-gastro-bar-mahmoorganj/info,
The Vibe,"North Indian, Chinese, Fast Food, Oriental, Mediterranean, Alcoholic Beverages, Italian, Beverages",8,1500.0,high,4.8,excellent,Yes,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/the-vibe-shastri-nagar/info,
Cabami Rooftop & Bar,"North Indian, Chinese, Mediterranean, Continental, Mexican, Modern Indian",6,2300.0,high,,,No,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/cabami-rooftop-bar-mahmoorganj/info,
GARICOCO,"North Indian, Mexican, Chinese, Fast Food, Desserts, Beverages",6,1500.0,high,4.4,excellent,No,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/garicoco-shastri-nagar/info,
The 3rd Floor Bar Stock Exchange,"Chinese, Italian, Thai, Fast Food, Beverages, North Indian, Mediterranean, Oriental",8,1700.0,high,4.4,excellent,Yes,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/the3rdfloorbse/info,
Roots Varanasi,"North Indian, Mughlai, Kebab, Biryani, Asian, Continental, Sushi, Desserts",8,1200.0,high,4.2,excellent,No,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/roots-varanasi-assi-ghat/info,
Pind Balluchi,"North Indian, Mughlai, Biryani, Continental, Chinese, Desserts",6,1200.0,high,4.3,excellent,Yes,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/pind-balluchi-sigra/info,
Charcoal Fine Dining,"North Indian, Continental, Chinese, Fast Food, Desserts, Beverages, Oriental, Kebab",8,1100.0,high,4.4,excellent,No,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/charcoal-fine-dining-mahmoorganj/info,
Pizzeria Vatika Cafe,"Italian, Desserts, Beverages, Pizza",4,1400.0,high,4.8,excellent,Yes,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/pizzeria-vatika-cafe-nadesar/info,
Molecule Gastro Bar,"Italian, North Indian, Fast Food, Desserts, Bar Food, Sichuan, Japanese, Finger Food",8,2000.0,high,4.1,excellent,Yes,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/molecule-gastro-bar-mahmoorganj/info,
The Vibe,"North Indian, Chinese, Fast Food, Oriental, Mediterranean, Alcoholic Beverages, Italian, Beverages",8,1500.0,high,4.8,excellent,Yes,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/the-vibe-shastri-nagar/info,
Cabami Rooftop & Bar,"North Indian, Chinese, Mediterranean, Continental, Mexican, Modern Indian",6,2300.0,high,,,Yes,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/cabami-rooftop-bar-mahmoorganj/info,
GARICOCO,"North Indian, Mexican, Chinese, Fast Food, Desserts, Beverages",6,1500.0,high,4.4,excellent,Yes,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/garicoco-shastri-nagar/info,
The 3rd Floor Bar Stock Exchange,"Chinese, Italian, Thai, Fast Food, Beverages, North Indian, Mediterranean, Oriental",8,1700.0,high,4.4,excellent,Yes,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/the3rdfloorbse/info,
Roots Varanasi,"North Indian, Mughlai, Kebab, Biryani, Asian, Continental, Sushi, Desserts",8,1200.0,high,4.2,excellent,Yes,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/roots-varanasi-assi-ghat/info,
Pind Balluchi,"North Indian, Mughlai, Biryani, Continental, Chinese, Desserts",6,1200.0,high,4.3,excellent,Yes,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/pind-balluchi-sigra/info,
Charcoal Fine Dining,"North Indian, Continental, Chinese, Fast Food, Desserts, Beverages, Oriental, Kebab",8,1100.0,high,4.4,excellent,Yes,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/charcoal-fine-dining-mahmoorganj/info,
Pizzeria Vatika Cafe,"Italian, Desserts, Beverages, Pizza",4,1400.0,high,4.8,excellent,Yes,Yes,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/pizzeria-vatika-cafe-nadesar/info,
Molecule Gastro Bar,"Italian, North Indian, Fast Food, Desserts, Bar Food, Sichuan, Japanese, Finger Food",8,2000.0,high,4.1,excellent,No,No,1,1,casual,varanasi,bhelupur,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/molecule-gastro-bar-mahmoorganj/info,
The Vibe,"North Indian, Chinese, Fast Food, Oriental, Mediterranean, Alcoholic Beverages, Italian, Beverages",8,1500.0,high,4.8,excellent,Yes,No,1,1,casual,varanasi,assi-ghat,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/the-vibe-shastri-nagar/info,
Roots Varanasi,"North Indian, Mughlai, Kebab, Biryani, Asian, Continental, Sushi, Desserts",8,1200.0,high,4.2,excellent,Yes,No,1,1,casual,varanasi,assi-ghat,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/roots-varanasi-assi-ghat/info,
Cabami Rooftop & Bar,"North Indian, Chinese, Mediterranean, Continental, Mexican, Modern Indian",6,2300.0,high,,,Yes,No,1,1,casual,varanasi,assi-ghat,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/cabami-rooftop-bar-mahmoorganj/info,
The 3rd Floor Bar Stock Exchange,"Chinese, Italian, Thai, Fast Food, Beverages, North Indian, Mediterranean, Oriental",8,1700.0,high,4.4,excellent,Yes,Yes,1,1,casual,varanasi,assi-ghat,"1,212,610",82,yes,yes,https://www.zomato.com/the3rdfloorbse/info,
GARICOCO,"North Indian, Mexican, Chinese, Fast Food, Desserts, Beverages",6,1500.0,high,4.4,excellent,Yes,No,1,1,casual,varanasi,assi-ghat,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/garicoco-shastri-nagar/info,
Pind Balluchi,"North Indian, Mughlai, Biryani, Continental, Chinese, Desserts",6,1200.0,high,4.3,excellent,Yes,No,1,1,casual,varanasi,assi-ghat,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/pind-balluchi-sigra/info,
Charcoal Fine Dining,"North Indian, Continental, Chinese, Fast Food, Desserts, Beverages, Oriental, Kebab",8,1100.0,high,4.4,excellent,No,Yes,1,1,casual,varanasi,assi-ghat,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/charcoal-fine-dining-mahmoorganj/info,
Molecule Gastro Bar,"Italian, North Indian, Fast Food, Desserts, Bar Food, Sichuan, Japanese, Finger Food",8,2000.0,high,4.1,excellent,Yes,Yes,1,1,casual,varanasi,assi-ghat,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/molecule-gastro-bar-mahmoorganj/info,
Satkar's Regale,"North Indian, Chinese, Continental, Pasta, Fast Food, Pizza, Shake, Beverages",8,1100.0,high,4.1,excellent,Yes,Yes,1,1,casual,varanasi,assi-ghat,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/satkars-regale-sigra/info,
The Vibe,"North Indian, Chinese, Fast Food, Oriental, Mediterranean, Alcoholic Beverages, Italian, Beverages",8,1500.0,high,4.8,excellent,Yes,Yes,1,1,casual,varanasi,assi-ghat,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/the-vibe-shastri-nagar/info,
Roots Varanasi,"North Indian, Mughlai, Kebab, Biryani, Asian, Continental, Sushi, Desserts",8,1200.0,high,4.2,excellent,Yes,Yes,1,1,casual,varanasi,assi-ghat,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/roots-varanasi-assi-ghat/info,
Cabami Rooftop & Bar,"North Indian, Chinese, Mediterranean, Continental, Mexican, Modern Indian",6,2300.0,high,,,Yes,No,1,1,casual,varanasi,assi-ghat,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/cabami-rooftop-bar-mahmoorganj/info,
The 3rd Floor Bar Stock Exchange,"Chinese, Italian, Thai, Fast Food, Beverages, North Indian, Mediterranean, Oriental",8,1700.0,high,4.4,excellent,Yes,No,1,1,casual,varanasi,assi-ghat,"1,212,610",82,yes,yes,https://www.zomato.com/the3rdfloorbse/info,
GARICOCO,"North Indian, Mexican, Chinese, Fast Food, Desserts, Beverages",6,1500.0,high,4.4,excellent,Yes,Yes,1,1,casual,varanasi,assi-ghat,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/garicoco-shastri-nagar/info,
Pind Balluchi,"North Indian, Mughlai, Biryani, Continental, Chinese, Desserts",6,1200.0,high,4.3,excellent,Yes,Yes,1,1,casual,varanasi,assi-ghat,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/pind-balluchi-sigra/info,
Charcoal Fine Dining,"North Indian, Continental, Chinese, Fast Food, Desserts, Beverages, Oriental, Kebab",8,1100.0,high,4.4,excellent,Yes,Yes,1,1,casual,varanasi,assi-ghat,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/charcoal-fine-dining-mahmoorganj/info,
Molecule Gastro Bar,"Italian, North Indian, Fast Food, Desserts, Bar Food, Sichuan, Japanese, Finger Food",8,2000.0,high,4.1,excellent,Yes,No,1,1,casual,varanasi,assi-ghat,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/molecule-gastro-bar-mahmoorganj/info,
Satkar's Regale,"North Indian, Chinese, Continental, Pasta, Fast Food, Pizza, Shake, Beverages",8,1100.0,high,4.1,excellent,No,Yes,1,1,casual,varanasi,assi-ghat,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/satkars-regale-sigra/info,
The Vibe,"North Indian, Chinese, Fast Food, Oriental, Mediterranean, Alcoholic Beverages, Italian, Beverages",8,1500.0,high,4.8,excellent,No,No,1,1,casual,varanasi,assi-ghat,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/the-vibe-shastri-nagar/info,
Roots Varanasi,"North Indian, Mughlai, Kebab, Biryani, Asian, Continental, Sushi, Desserts",8,1200.0,high,4.2,excellent,No,Yes,1,1,casual,varanasi,assi-ghat,"1,212,610",82,yes,yes,https://www.zomato.com/varanasi/roots-varanasi-assi-ghat/info,
